,date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock,year,month,day
0,2025-03-20,9911.5,9951.0,223275.0,2025,3,20
1,2025-03-19,9914.0,9955.0,225175.0,2025,3,19
2,2025-03-18,9834.0,9888.0,227700.0,2025,3,18
3,2025-03-17,9748.0,9820.0,230975.0,2025,3,17
4,2025-03-14,9759.0,9810.0,233750.0,2025,3,14
5,2025-03-13,9702.5,9734.0,237200.0,2025,3,13
6,2025-03-12,9766.0,9785.0,240325.0,2025,3,12
7,2025-03-11,9628.0,9631.0,244175.0,2025,3,11
8,2025-03-10,9547.0,9560.0,253325.0,2025,3,10
9,2025-03-07,9664.0,9660.0,257325.0,2025,3,7
10,2025-03-06,9654.0,9647.0,259175.0,2025,3,6
11,2025-03-05,9541.0,9550.0,260150.0,2025,3,5
12,2025-03-04,9395.0,9402.5,261000.0,2025,3,4
13,2025-03-03,9360.5,9389.0,261050.0,2025,3,3
15,2025-02-28,9363.5,9377.0,262075.0,2025,2,28
16,2025-02-27,9415.5,9415.5,263650.0,2025,2,27
17,2025-02-26,9504.0,9508.0,265025.0,2025,2,26
18,2025-02-25,9463.0,9470.0,266700.0,2025,2,25
19,2025-02-24,9490.0,9510.5,267225.0,2025,2,24
20,2025-02-21,9494.0,9531.5,267750.0,2025,2,21
21,2025-02-20,9514.5,9545.0,268750.0,2025,2,20
22,2025-02-19,9433.0,9490.0,270900.0,2025,2,19
23,2025-02-18,9295.0,9376.5,263775.0,2025,2,18
24,2025-02-17,9291.0,9415.0,253975.0,2025,2,17
25,2025-02-14,9812.0,9665.0,255225.0,2025,2,14
26,2025-02-13,9362.0,9457.0,237925.0,2025,2,13
27,2025-02-12,9277.5,9399.0,241650.0,2025,2,12
28,2025-02-11,9245.0,9355.0,243300.0,2025,2,11
29,2025-02-10,9287.5,9410.0,245825.0,2025,2,10
30,2025-02-07,9288.0,9412.0,247625.0,2025,2,7
31,2025-02-06,9165.0,9285.5,249275.0,2025,2,6
32,2025-02-05,9025.0,9159.0,252325.0,2025,2,5
33,2025-02-04,8993.0,9107.0,254950.0,2025,2,4
34,2025-02-03,8866.5,8986.0,255125.0,2025,2,3
36,2025-01-31,8949.5,9052.0,256225.0,2025,1,31
37,2025-01-30,8975.0,9100.0,256275.0,2025,1,30
38,2025-01-29,8881.0,9007.0,256300.0,2025,1,29
39,2025-01-28,8890.5,9015.0,256500.0,2025,1,28
40,2025-01-27,9051.0,9185.0,255825.0,2025,1,27
41,2025-01-24,9218.0,9334.0,257625.0,2025,1,24
42,2025-01-23,9056.0,9179.0,259050.0,2025,1,23
43,2025-01-22,9123.0,9244.0,260400.0,2025,1,22
44,2025-01-21,9067.0,9184.0,260525.0,2025,1,21
45,2025-01-20,9043.5,9160.0,260150.0,2025,1,20
46,2025-01-17,9132.0,9243.5,260075.0,2025,1,17
47,2025-01-16,9135.0,9245.0,260250.0,2025,1,16
48,2025-01-15,9020.0,9140.0,260750.0,2025,1,15
49,2025-01-14,9016.0,9134.0,261900.0,2025,1,14
50,2025-01-13,8980.0,9105.0,263450.0,2025,1,13
51,2025-01-10,8995.5,9095.0,264425.0,2025,1,10
52,2025-01-09,8960.5,9070.0,263950.0,2025,1,9
53,2025-01-08,8847.0,8965.0,265700.0,2025,1,8
54,2025-01-07,8886.0,9004.0,267150.0,2025,1,7
55,2025-01-06,8893.5,9000.5,268650.0,2025,1,6
56,2025-01-03,8701.0,8811.5,269800.0,2025,1,3
57,2025-01-02,8685.5,8795.0,271350.0,2025,1,2
58,2024-12-31,8706.0,8821.5,271400.0,2024,12,31
59,2024-12-30,8833.0,8950.0,271400.0,2024,12,30
60,2024-12-27,8843.0,8958.0,272725.0,2024,12,27
61,2024-12-24,8847.5,8962.0,272725.0,2024,12,24
62,2024-12-23,8838.0,8950.0,272425.0,2024,12,23
63,2024-12-20,8793.0,8908.0,272325.0,2024,12,20
64,2024-12-19,8795.5,8915.0,272325.0,2024,12,19
65,2024-12-18,8905.5,9020.0,272325.0,2024,12,18
66,2024-12-17,8851.5,8979.5,272450.0,2024,12,17
67,2024-12-16,8932.0,9050.0,272625.0,2024,12,16
68,2024-12-13,8989.0,9100.0,272825.0,2024,12,13
69,2024-12-12,9038.5,9157.0,268425.0,2024,12,12
70,2024-12-11,9077.0,9201.0,268500.0,2024,12,11
71,2024-12-10,9067.0,9181.0,268100.0,2024,12,10
72,2024-12-09,9104.0,9216.0,269800.0,2024,12,9
73,2024-12-06,9040.0,9149.0,269800.0,2024,12,6
74,2024-12-05,8967.0,9084.0,270525.0,2024,12,5
75,2024-12-04,8951.0,9068.0,268500.0,2024,12,4
76,2024-12-03,8941.0,9064.0,268625.0,2024,12,3
77,2024-12-02,8871.0,8986.0,270725.0,2024,12,2
79,2024-11-29,8879.0,8991.0,271000.0,2024,11,29
80,2024-11-28,8850.5,8974.0,270525.0,2024,11,28
81,2024-11-27,8897.5,9015.0,269050.0,2024,11,27
82,2024-11-26,8925.0,9042.0,269475.0,2024,11,26
83,2024-11-25,8918.0,9043.5,270975.0,2024,11,25
84,2024-11-22,8829.0,8955.0,272525.0,2024,11,22
85,2024-11-21,8945.5,9064.0,272625.0,2024,11,21
86,2024-11-20,9022.0,9140.0,271850.0,2024,11,20
87,2024-11-19,8919.5,9045.0,271975.0,2024,11,19
88,2024-11-18,8859.5,8980.0,271525.0,2024,11,18
89,2024-11-15,9055.0,9166.5,271875.0,2024,11,15
90,2024-11-14,8768.0,8908.0,272200.0,2024,11,14
91,2024-11-13,8969.0,9104.0,273100.0,2024,11,13
92,2024-11-12,9005.0,9130.0,271225.0,2024,11,12
93,2024-11-11,9251.0,9400.0,271875.0,2024,11,11
94,2024-11-08,9323.0,9457.0,272400.0,2024,11,8
95,2024-11-07,9386.0,9529.0,272525.0,2024,11,7
96,2024-11-06,9250.5,9392.0,272550.0,2024,11,6
97,2024-11-05,9587.5,9725.0,272975.0,2024,11,5
98,2024-11-04,9505.0,9632.0,273850.0,2024,11,4
99,2024-11-01,9425.0,9560.0,271375.0,2024,11,1
101,2024-10-31,9427.0,9557.0,271375.0,2024,10,31
102,2024-10-30,9356.0,9505.0,275300.0,2024,10,30
103,2024-10-29,9431.0,9577.0,274225.0,2024,10,29
104,2024-10-28,9402.0,9542.0,276100.0,2024,10,28
105,2024-10-25,9385.0,9521.0,276775.0,2024,10,25
106,2024-10-24,9413.0,9560.0,278325.0,2024,10,24
107,2024-10-23,9364.0,9509.5,279625.0,2024,10,23
108,2024-10-22,9490.5,9632.0,280100.0,2024,10,22
109,2024-10-21,9592.5,9717.0,282200.0,2024,10,21
110,2024-10-18,9472.5,9604.0,284200.0,2024,10,18
111,2024-10-17,9380.0,9506.0,287425.0,2024,10,17
112,2024-10-16,9489.0,9630.0,288750.0,2024,10,16
113,2024-10-15,9401.5,9545.0,288125.0,2024,10,15
114,2024-10-14,9516.0,9669.0,292850.0,2024,10,14
115,2024-10-11,9596.5,9735.0,297550.0,2024,10,11
116,2024-10-10,9507.0,9641.0,299350.0,2024,10,10
117,2024-10-09,9550.0,9690.0,294825.0,2024,10,9
118,2024-10-08,9619.0,9775.0,296275.0,2024,10,8
119,2024-10-07,9816.5,9964.0,297300.0,2024,10,7
120,2024-10-04,9784.0,9936.0,298525.0,2024,10,4
121,2024-10-03,9786.0,9935.0,298100.0,2024,10,3
122,2024-10-02,9882.5,10024.0,300275.0,2024,10,2
123,2024-10-01,9741.0,9882.0,300175.0,2024,10,1
125,2024-09-30,9767.0,9906.5,300600.0,2024,9,30
126,2024-09-27,9860.0,9995.0,302525.0,2024,9,27
127,2024-09-26,9844.0,9995.0,303050.0,2024,9,26
128,2024-09-25,9618.5,9751.0,303350.0,2024,9,25
129,2024-09-24,9602.0,9735.0,301850.0,2024,9,24
130,2024-09-23,9329.0,9462.0,301700.0,2024,9,23
131,2024-09-20,9395.0,9535.0,303350.0,2024,9,20
132,2024-09-19,9405.5,9534.0,304925.0,2024,9,19
133,2024-09-18,9289.0,9425.0,305250.0,2024,9,18
134,2024-09-17,9242.0,9373.0,306500.0,2024,9,17
135,2024-09-16,9216.0,9345.0,308550.0,2024,9,16
136,2024-09-13,9080.5,9204.0,311525.0,2024,9,13
137,2024-09-12,9115.5,9238.5,311650.0,2024,9,12
138,2024-09-11,9007.5,9138.0,314950.0,2024,9,11
139,2024-09-10,8935.0,9064.5,316175.0,2024,9,10
140,2024-09-09,8989.5,9115.0,316450.0,2024,9,9
141,2024-09-06,9013.0,9135.0,317575.0,2024,9,6
142,2024-09-05,8915.0,9034.5,317175.0,2024,9,5
143,2024-09-04,8830.5,8959.0,318650.0,2024,9,4
144,2024-09-03,8856.0,8980.0,317800.0,2024,9,3
145,2024-09-02,9034.0,9157.0,320650.0,2024,9,2
147,2024-08-30,9215.0,9330.0,320925.0,2024,8,30
148,2024-08-29,9116.0,9238.5,322950.0,2024,8,29
149,2024-08-28,9135.5,9270.0,314250.0,2024,8,28
150,2024-08-27,9247.5,9376.0,317175.0,2024,8,27
151,2024-08-23,9072.0,9196.0,315575.0,2024,8,23
152,2024-08-22,9061.0,9190.0,319700.0,2024,8,22
153,2024-08-21,9138.0,9258.5,319625.0,2024,8,21
154,2024-08-20,9152.0,9265.0,320050.0,2024,8,20
155,2024-08-19,9115.5,9236.0,308075.0,2024,8,19
156,2024-08-16,8938.0,9052.0,309050.0,2024,8,16
157,2024-08-15,9009.0,9104.0,307450.0,2024,8,15
158,2024-08-14,8906.0,9007.0,307425.0,2024,8,14
159,2024-08-13,8832.0,8960.0,305625.0,2024,8,13
160,2024-08-12,8851.0,8975.0,296125.0,2024,8,12
161,2024-08-09,8805.0,8922.0,296400.0,2024,8,9
162,2024-08-08,8649.0,8773.0,294425.0,2024,8,8
163,2024-08-07,8685.0,8810.0,294750.0,2024,8,7
164,2024-08-06,8715.0,8843.0,252575.0,2024,8,6
165,2024-08-05,8620.5,8757.0,251350.0,2024,8,5
166,2024-08-02,8977.0,9111.0,246500.0,2024,8,2
167,2024-08-01,8998.0,9127.0,245150.0,2024,8,1
169,2024-07-31,9014.5,9152.0,239275.0,2024,7,31
170,2024-07-30,8809.0,8949.0,239400.0,2024,7,30
171,2024-07-29,8906.0,9033.0,239100.0,2024,7,29
172,2024-07-26,9018.5,9134.0,237750.0,2024,7,26
173,2024-07-25,8917.0,9037.0,239425.0,2024,7,25
174,2024-07-24,9018.5,9142.5,241750.0,2024,7,24
175,2024-07-23,9052.5,9166.0,236700.0,2024,7,23
176,2024-07-22,9127.5,9251.0,234400.0,2024,7,22
177,2024-07-19,9214.0,9344.0,231425.0,2024,7,19
178,2024-07-18,9342.0,9485.0,227425.0,2024,7,18
179,2024-07-17,9533.0,9682.0,221100.0,2024,7,17
180,2024-07-16,9565.5,9724.0,216475.0,2024,7,16
181,2024-07-15,9679.5,9833.0,210325.0,2024,7,15
182,2024-07-12,9673.0,9821.5,206225.0,2024,7,12
183,2024-07-11,9693.5,9860.0,206775.0,2024,7,11
184,2024-07-10,9696.0,9859.0,195475.0,2024,7,10
185,2024-07-09,9762.0,9925.0,191025.0,2024,7,9
186,2024-07-08,9808.0,9971.5,191475.0,2024,7,8
187,2024-07-05,9809.0,9970.0,191625.0,2024,7,5
188,2024-07-04,9726.5,9871.0,186275.0,2024,7,4
189,2024-07-03,9623.0,9769.0,186450.0,2024,7,3
190,2024-07-02,9546.5,9695.0,184475.0,2024,7,2
191,2024-07-01,9517.0,9661.0,180050.0,2024,7,1
193,2024-06-28,9476.5,9625.0,180125.0,2024,6,28
194,2024-06-27,9422.5,9563.0,177750.0,2024,6,27
195,2024-06-26,9420.0,9569.0,175475.0,2024,6,26
196,2024-06-25,9492.0,9645.0,172850.0,2024,6,25
197,2024-06-24,9530.0,9677.0,167825.0,2024,6,24
198,2024-06-21,9563.0,9705.0,165175.0,2024,6,21
199,2024-06-20,9648.0,9790.0,161925.0,2024,6,20
200,2024-06-19,9652.0,9795.0,158700.0,2024,6,19
201,2024-06-18,9426.0,9575.0,155850.0,2024,6,18
202,2024-06-17,9477.0,9615.0,136675.0,2024,6,17
203,2024-06-14,9650.0,9781.0,133925.0,2024,6,14
204,2024-06-13,9733.0,9860.0,132075.0,2024,6,13
205,2024-06-12,9697.5,9828.0,127425.0,2024,6,12
206,2024-06-11,9567.0,9700.0,127325.0,2024,6,11
207,2024-06-10,9694.5,9830.0,125325.0,2024,6,10
208,2024-06-07,9840.0,9955.0,123800.0,2024,6,7
209,2024-06-06,9930.0,10045.0,122200.0,2024,6,6
210,2024-06-05,9769.0,9890.0,120000.0,2024,6,5
211,2024-06-04,9858.5,9989.0,118950.0,2024,6,4
212,2024-06-03,9985.5,10107.0,116000.0,2024,6,3
214,2024-05-31,9985.0,10110.0,116475.0,2024,5,31
215,2024-05-30,10016.5,10144.0,118125.0,2024,5,30
216,2024-05-29,10294.0,10430.0,117300.0,2024,5,29
217,2024-05-28,10331.0,10459.5,114750.0,2024,5,28
218,2024-05-24,10256.5,10367.0,112675.0,2024,5,24
219,2024-05-23,10290.5,10411.0,110025.0,2024,5,23
220,2024-05-22,10447.0,10569.0,110250.0,2024,5,22
221,2024-05-21,10775.0,10895.0,108200.0,2024,5,21
222,2024-05-20,10857.0,10930.0,105900.0,2024,5,20
223,2024-05-17,10398.0,10481.0,103650.0,2024,5,17
224,2024-05-16,10308.0,10400.0,104425.0,2024,5,16
225,2024-05-15,10221.0,10300.0,104625.0,2024,5,15
226,2024-05-14,10077.0,10186.0,104750.0,2024,5,14
227,2024-05-13,10009.0,10120.0,103100.0,2024,5,13
228,2024-05-10,9942.0,10063.0,103450.0,2024,5,10
229,2024-05-09,9728.0,9859.0,104375.0,2024,5,9
230,2024-05-08,9740.0,9875.0,106000.0,2024,5,8
231,2024-05-07,9847.0,9990.0,107350.0,2024,5,7
232,2024-05-03,9737.0,9856.0,111300.0,2024,5,3
233,2024-05-02,9660.0,9783.0,115275.0,2024,5,2
234,2024-05-01,9791.0,9895.0,115275.0,2024,5,1
236,2024-04-30,9973.5,10071.0,116125.0,2024,4,30
237,2024-04-29,9935.0,10041.0,117500.0,2024,4,29
238,2024-04-26,9869.0,9995.0,118550.0,2024,4,26
239,2024-04-25,9791.0,9918.0,120400.0,2024,4,25
240,2024-04-24,9671.0,9785.0,120225.0,2024,4,24
241,2024-04-23,9599.0,9700.0,120600.0,2024,4,23
242,2024-04-22,9814.5,9905.0,121200.0,2024,4,22
243,2024-04-19,9749.0,9834.0,122125.0,2024,4,19
244,2024-04-18,9617.0,9706.5,122925.0,2024,4,18
245,2024-04-17,9434.0,9551.0,123775.0,2024,4,17
246,2024-04-16,9377.0,9490.0,123875.0,2024,4,16
247,2024-04-15,9390.0,9506.0,123475.0,2024,4,15
248,2024-04-12,9402.0,9535.0,124425.0,2024,4,12
249,2024-04-11,9240.5,9375.0,124850.0,2024,4,11
250,2024-04-10,9365.0,9490.0,123475.0,2024,4,10
251,2024-04-09,9295.5,9435.0,124225.0,2024,4,9
252,2024-04-08,9301.0,9419.0,114275.0,2024,4,8
253,2024-04-05,9198.0,9320.0,115525.0,2024,4,5
254,2024-04-04,9257.0,9370.0,112525.0,2024,4,4
255,2024-04-03,8932.0,9047.0,112975.0,2024,4,3
256,2024-04-02,8920.0,9024.0,111925.0,2024,4,2
258,2024-03-28,8729.0,8835.0,112475.0,2024,3,28
259,2024-03-27,8696.0,8806.0,113100.0,2024,3,27
260,2024-03-26,8764.0,8880.0,117400.0,2024,3,26
261,2024-03-25,8745.0,8858.0,117900.0,2024,3,25
262,2024-03-22,8741.0,8856.0,113850.0,2024,3,22
263,2024-03-21,8873.5,8988.0,111325.0,2024,3,21
264,2024-03-20,8790.0,8898.0,112325.0,2024,3,20
265,2024-03-19,8875.0,8980.0,106700.0,2024,3,19
266,2024-03-18,8973.0,9083.0,106825.0,2024,3,18
267,2024-03-15,8906.5,9013.0,107300.0,2024,3,15
268,2024-03-14,8791.5,8890.0,108050.0,2024,3,14
269,2024-03-13,8727.0,8824.0,108925.0,2024,3,13
270,2024-03-12,8566.0,8664.0,110900.0,2024,3,12
271,2024-03-11,8522.0,8620.0,110850.0,2024,3,11
272,2024-03-08,8552.5,8647.0,112800.0,2024,3,8
273,2024-03-07,8559.0,8647.0,113525.0,2024,3,7
274,2024-03-06,8441.0,8537.0,113775.0,2024,3,6
275,2024-03-05,8429.5,8523.0,114075.0,2024,3,5
276,2024-03-04,8437.0,8530.0,116775.0,2024,3,4
277,2024-03-01,8394.0,8479.0,121375.0,2024,3,1
279,2024-02-29,8389.0,8475.0,122675.0,2024,2,29
280,2024-02-28,8340.5,8439.5,124825.0,2024,2,28
281,2024-02-27,8396.5,8495.0,126525.0,2024,2,27
282,2024-02-26,8373.0,8478.0,127825.0,2024,2,26
283,2024-02-23,8442.5,8539.0,122900.0,2024,2,23
284,2024-02-22,8482.0,8575.0,122775.0,2024,2,22
285,2024-02-21,8472.0,8551.0,124075.0,2024,2,21
286,2024-02-20,8366.5,8449.0,125925.0,2024,2,20
287,2024-02-19,8364.5,8445.0,128300.0,2024,2,19
288,2024-02-16,8322.0,8410.0,130675.0,2024,2,16
289,2024-02-15,8153.0,8255.0,132525.0,2024,2,15
290,2024-02-14,8133.5,8234.0,133825.0,2024,2,14
291,2024-02-13,8185.0,8287.5,135450.0,2024,2,13
292,2024-02-12,8085.5,8191.0,136300.0,2024,2,12
293,2024-02-09,8091.5,8199.0,136825.0,2024,2,9
294,2024-02-08,8202.0,8304.0,136825.0,2024,2,8
295,2024-02-07,8280.5,8393.0,137850.0,2024,2,7
296,2024-02-06,8280.0,8385.0,138800.0,2024,2,6
297,2024-02-05,8329.0,8432.5,139425.0,2024,2,5
298,2024-02-02,8400.0,8515.0,140225.0,2024,2,2
299,2024-02-01,8437.0,8545.0,145425.0,2024,2,1
301,2024-01-31,8513.0,8625.0,146475.0,2024,1,31
302,2024-01-30,8462.0,8568.0,148475.0,2024,1,30
303,2024-01-29,8421.0,8525.0,150350.0,2024,1,29
304,2024-01-26,8447.0,8547.5,151350.0,2024,1,26
305,2024-01-25,8486.0,8579.0,155175.0,2024,1,25
306,2024-01-24,8460.0,8552.0,157725.0,2024,1,24
307,2024-01-23,8283.5,8382.0,159575.0,2024,1,23
308,2024-01-22,8254.5,8340.0,156750.0,2024,1,22
309,2024-01-19,8275.0,8355.0,157875.0,2024,1,19
310,2024-01-18,8189.0,8280.0,157325.0,2024,1,18
311,2024-01-17,8230.0,8323.0,154075.0,2024,1,17
312,2024-01-16,8280.0,8374.0,154725.0,2024,1,16
313,2024-01-15,8238.5,8340.0,155025.0,2024,1,15
314,2024-01-12,8289.0,8390.0,155825.0,2024,1,12
315,2024-01-11,8332.0,8426.0,157325.0,2024,1,11
316,2024-01-10,8285.0,8389.0,158900.0,2024,1,10
317,2024-01-09,8301.5,8407.5,160550.0,2024,1,9
318,2024-01-08,8295.0,8402.5,161725.0,2024,1,8
319,2024-01-05,8346.5,8450.0,163175.0,2024,1,5
320,2024-01-04,8375.0,8470.5,164450.0,2024,1,4
321,2024-01-03,8381.0,8482.0,165700.0,2024,1,3
322,2024-01-02,8430.0,8539.5,165700.0,2024,1,2
323,2023-12-29,8476.0,8580.0,167300.0,2023,12,29
324,2023-12-28,8530.0,8630.0,166775.0,2023,12,28
325,2023-12-27,8511.5,8615.0,165050.0,2023,12,27
326,2023-12-22,8499.0,8594.0,166675.0,2023,12,22
327,2023-12-21,8460.0,8550.0,165450.0,2023,12,21
328,2023-12-20,8466.5,8568.0,166675.0,2023,12,20
329,2023-12-19,8439.0,8526.0,168650.0,2023,12,19
330,2023-12-18,8423.0,8517.0,172450.0,2023,12,18
331,2023-12-15,8471.0,8563.0,175550.0,2023,12,15
332,2023-12-14,8461.5,8555.0,178075.0,2023,12,14
333,2023-12-13,8205.0,8302.0,179550.0,2023,12,13
334,2023-12-12,8272.0,8362.0,180175.0,2023,12,12
335,2023-12-11,8275.5,8362.0,182200.0,2023,12,11
336,2023-12-08,8348.0,8427.0,181600.0,2023,12,8
337,2023-12-07,8221.0,8305.0,182750.0,2023,12,7
338,2023-12-06,8297.0,8384.0,182075.0,2023,12,6
339,2023-12-05,8259.0,8348.5,180550.0,2023,12,5
340,2023-12-04,8417.0,8485.0,174900.0,2023,12,4
341,2023-12-01,8456.0,8535.0,174250.0,2023,12,1
343,2023-11-30,8332.0,8420.0,175250.0,2023,11,30
344,2023-11-29,8384.0,8473.0,174950.0,2023,11,29
345,2023-11-28,8278.0,8384.0,176400.0,2023,11,28
346,2023-11-27,8281.0,8389.0,177800.0,2023,11,27
347,2023-11-24,8300.0,8403.0,178525.0,2023,11,24
348,2023-11-23,8307.5,8410.0,178500.0,2023,11,23
349,2023-11-22,8296.0,8397.0,179050.0,2023,11,22
350,2023-11-21,8324.0,8422.0,179025.0,2023,11,21
351,2023-11-20,8247.0,8345.0,179975.0,2023,11,20
352,2023-11-17,8141.0,8243.0,181275.0,2023,11,17
353,2023-11-16,8165.5,8264.5,181950.0,2023,11,16
354,2023-11-15,8169.0,8266.0,184250.0,2023,11,15
355,2023-11-14,8081.0,8175.0,179325.0,2023,11,14
356,2023-11-13,8014.5,8096.0,179925.0,2023,11,13
357,2023-11-10,8006.0,8086.0,180000.0,2023,11,10
358,2023-11-09,8030.5,8110.0,177225.0,2023,11,9
359,2023-11-08,8088.0,8171.0,178125.0,2023,11,8
360,2023-11-07,8068.0,8152.0,178750.0,2023,11,7
361,2023-11-06,8136.5,8218.0,180250.0,2023,11,6
362,2023-11-03,8070.5,8162.0,180600.0,2023,11,3
363,2023-11-02,8066.0,8145.0,170825.0,2023,11,2
364,2023-11-01,8041.0,8126.0,174400.0,2023,11,1
366,2023-10-31,8038.0,8120.0,176475.0,2023,10,31
367,2023-10-30,8110.0,8186.0,178400.0,2023,10,30
368,2023-10-27,7963.5,8040.0,180600.0,2023,10,27
369,2023-10-26,7939.0,8013.0,182900.0,2023,10,26
370,2023-10-25,7946.0,8020.0,185175.0,2023,10,25
371,2023-10-24,7900.5,7971.0,187475.0,2023,10,24
372,2023-10-23,7824.5,7898.0,190450.0,2023,10,23
373,2023-10-20,7876.0,7945.0,191925.0,2023,10,20
374,2023-10-19,7938.0,8005.0,191850.0,2023,10,19
375,2023-10-18,7947.5,8023.0,191675.0,2023,10,18
376,2023-10-17,7846.5,7920.0,180675.0,2023,10,17
377,2023-10-16,7920.0,7993.5,181000.0,2023,10,16
378,2023-10-13,7891.0,7980.0,180900.0,2023,10,13
379,2023-10-12,7995.0,8070.0,181150.0,2023,10,12
380,2023-10-11,7943.5,8030.0,179675.0,2023,10,11
381,2023-10-10,7907.5,7983.0,171525.0,2023,10,10
382,2023-10-09,8015.5,8090.0,170475.0,2023,10,9
383,2023-10-06,7887.0,7968.5,170175.0,2023,10,6
384,2023-10-05,7812.5,7890.0,169900.0,2023,10,5
385,2023-10-04,7910.5,7986.5,168425.0,2023,10,4
386,2023-10-03,7960.0,8030.0,168600.0,2023,10,3
387,2023-10-02,8100.5,8172.0,169300.0,2023,10,2
389,2023-09-29,8230.5,8282.0,167825.0,2023,9,29
390,2023-09-28,8112.0,8168.5,167825.0,2023,9,28
391,2023-09-27,8017.0,8075.0,167850.0,2023,9,27
392,2023-09-26,8066.0,8131.0,166850.0,2023,9,26
393,2023-09-25,8107.0,8175.0,163900.0,2023,9,25
394,2023-09-22,8188.0,8255.0,162900.0,2023,9,22
395,2023-09-21,8101.0,8170.0,162900.0,2023,9,21
396,2023-09-20,8277.0,8336.0,155700.0,2023,9,20
397,2023-09-19,8233.5,8295.0,149600.0,2023,9,19
398,2023-09-18,8320.0,8388.0,147575.0,2023,9,18
399,2023-09-15,8376.5,8427.0,143375.0,2023,9,15
400,2023-09-14,8423.0,8465.0,143375.0,2023,9,14
401,2023-09-13,8353.0,8371.5,143400.0,2023,9,13
402,2023-09-12,8337.5,8365.0,135650.0,2023,9,12
403,2023-09-11,8332.5,8360.0,134525.0,2023,9,11
404,2023-09-08,8225.0,8242.0,134125.0,2023,9,8
405,2023-09-07,8242.5,8270.0,133850.0,2023,9,7
406,2023-09-06,8395.0,8412.0,110400.0,2023,9,6
407,2023-09-05,8430.0,8430.0,107400.0,2023,9,5
408,2023-09-04,8406.0,8426.0,107425.0,2023,9,4
409,2023-09-01,8515.0,8535.0,104275.0,2023,9,1
411,2023-08-31,8359.5,8380.5,102900.0,2023,8,31
412,2023-08-30,8394.5,8435.0,99225.0,2023,8,30
413,2023-08-29,8375.0,8396.0,97650.0,2023,8,29
414,2023-08-25,8381.5,8420.0,97525.0,2023,8,25
415,2023-08-24,8358.5,8394.0,96625.0,2023,8,24
416,2023-08-23,8377.5,8406.0,95425.0,2023,8,23
417,2023-08-22,8342.0,8373.0,95425.0,2023,8,22
418,2023-08-21,8239.5,8274.0,95325.0,2023,8,21
419,2023-08-18,8176.0,8211.0,92200.0,2023,8,18
420,2023-08-17,8215.0,8258.0,91400.0,2023,8,17
421,2023-08-16,8132.0,8194.0,90875.0,2023,8,16
422,2023-08-15,8126.5,8182.0,90150.0,2023,8,15
423,2023-08-14,8242.0,8297.0,85375.0,2023,8,14
424,2023-08-11,8242.0,8276.0,84900.0,2023,8,11
425,2023-08-10,8423.5,8464.5,83000.0,2023,8,10
426,2023-08-09,8395.0,8428.0,81000.0,2023,8,9
427,2023-08-08,8276.0,8325.0,80300.0,2023,8,8
428,2023-08-07,8495.0,8542.0,79325.0,2023,8,7
429,2023-08-04,8450.5,8505.0,79325.0,2023,8,4
430,2023-08-03,8472.0,8517.0,76875.0,2023,8,3
431,2023-08-02,8545.0,8589.0,75275.0,2023,8,2
432,2023-08-01,8720.5,8768.0,74175.0,2023,8,1
434,2023-07-31,8635.5,8670.5,68350.0,2023,7,31
435,2023-07-28,8592.0,8630.0,64425.0,2023,7,28
436,2023-07-27,8578.5,8620.0,62250.0,2023,7,27
437,2023-07-26,8534.0,8576.0,60700.0,2023,7,26
438,2023-07-25,8597.0,8628.0,60775.0,2023,7,25
439,2023-07-24,8430.0,8468.0,60225.0,2023,7,24
440,2023-07-21,8422.0,8449.0,59900.0,2023,7,21
441,2023-07-20,8543.0,8569.0,58800.0,2023,7,20
442,2023-07-19,8354.0,8384.0,59325.0,2023,7,19
443,2023-07-18,8410.0,8445.0,59200.0,2023,7,18
444,2023-07-17,8460.5,8468.0,59175.0,2023,7,17
445,2023-07-14,8651.0,8666.0,57175.0,2023,7,14
446,2023-07-13,8585.0,8586.0,54225.0,2023,7,13
447,2023-07-12,8367.0,8383.0,54450.0,2023,7,12
448,2023-07-11,8371.0,8388.0,57075.0,2023,7,11
449,2023-07-10,8286.0,8298.0,59425.0,2023,7,10
450,2023-07-07,8299.0,8312.0,62975.0,2023,7,7
451,2023-07-06,8280.0,8295.5,65175.0,2023,7,6
452,2023-07-05,8251.0,8270.0,67200.0,2023,7,5
453,2023-07-04,8349.0,8355.5,66775.0,2023,7,4
454,2023-07-03,8355.0,8355.0,69700.0,2023,7,3
456,2023-06-30,8210.0,8210.0,72975.0,2023,6,30
457,2023-06-29,8165.5,8175.0,75425.0,2023,6,29
458,2023-06-28,8268.0,8279.0,75275.0,2023,6,28
459,2023-06-27,8367.0,8360.0,77050.0,2023,6,27
460,2023-06-26,8437.0,8422.0,80100.0,2023,6,26
461,2023-06-23,8490.0,8478.0,79300.0,2023,6,23
462,2023-06-22,8670.5,8668.0,80400.0,2023,6,22
463,2023-06-21,8490.0,8498.0,84725.0,2023,6,21
464,2023-06-20,8565.0,8550.0,86325.0,2023,6,20
465,2023-06-19,8542.0,8550.0,88425.0,2023,6,19
466,2023-06-16,8561.0,8575.0,90625.0,2023,6,16
467,2023-06-15,8479.0,8482.5,79525.0,2023,6,15
468,2023-06-14,8457.0,8466.5,84250.0,2023,6,14
