,date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock,year,month,day
2316,2016-06-10,4504.0,4519.0,210675.0,2016,6,10
2317,2016-06-09,4546.0,4563.0,213225.0,2016,6,9
2318,2016-06-08,4590.5,4605.0,207300.0,2016,6,8
2319,2016-06-07,4589.0,4595.0,196225.0,2016,6,7
2320,2016-06-06,4706.0,4705.5,174400.0,2016,6,6
2321,2016-06-03,4688.0,4680.0,153675.0,2016,6,3
2322,2016-06-02,4600.0,4585.5,153525.0,2016,6,2
2323,2016-06-01,4601.0,4586.0,154350.0,2016,6,1
2325,2016-05-31,4700.0,4675.0,151725.0,2016,5,31
2326,2016-05-27,4725.5,4705.0,153750.0,2016,5,27
2327,2016-05-26,4705.5,4687.0,155975.0,2016,5,26
2328,2016-05-25,4636.0,4620.0,155250.0,2016,5,25
2329,2016-05-24,4637.0,4610.0,157250.0,2016,5,24
2330,2016-05-23,4572.0,4562.0,155000.0,2016,5,23
2331,2016-05-20,4630.5,4623.0,155725.0,2016,5,20
2332,2016-05-19,4596.0,4583.0,158600.0,2016,5,19
2333,2016-05-18,4600.5,4590.0,156850.0,2016,5,18
2334,2016-05-17,4634.0,4629.0,156750.0,2016,5,17
2335,2016-05-16,4640.5,4634.0,159025.0,2016,5,16
2336,2016-05-13,4660.0,4654.5,156675.0,2016,5,13
2337,2016-05-12,4744.0,4735.0,160000.0,2016,5,12
2338,2016-05-11,4748.0,4735.5,161625.0,2016,5,11
2339,2016-05-10,4710.0,4700.0,160900.0,2016,5,10
2340,2016-05-09,4739.5,4727.0,159600.0,2016,5,9
2341,2016-05-06,4810.0,4794.0,159025.0,2016,5,6
2342,2016-05-05,4826.0,4797.0,156725.0,2016,5,5
2343,2016-05-04,4892.0,4885.0,156500.0,2016,5,4
2344,2016-05-03,4960.0,4954.0,154675.0,2016,5,3
2346,2016-04-29,5045.0,5034.0,149500.0,2016,4,29
2347,2016-04-28,4912.5,4892.5,150725.0,2016,4,28
2348,2016-04-27,4932.0,4922.0,152200.0,2016,4,27
2349,2016-04-26,4935.5,4927.0,152475.0,2016,4,26
2350,2016-04-25,5000.5,4991.0,152400.0,2016,4,25
2351,2016-04-22,5015.5,5005.5,147800.0,2016,4,22
2352,2016-04-21,5025.5,5015.0,146275.0,2016,4,21
2353,2016-04-20,4938.5,4930.0,146200.0,2016,4,20
2354,2016-04-19,4812.0,4803.0,144700.0,2016,4,19
2355,2016-04-18,4798.0,4778.0,147275.0,2016,4,18
2356,2016-04-15,4813.5,4787.0,147975.0,2016,4,15
2357,2016-04-14,4830.5,4815.0,146500.0,2016,4,14
2358,2016-04-13,4838.0,4820.0,146475.0,2016,4,13
2359,2016-04-12,4715.5,4700.0,146450.0,2016,4,12
2360,2016-04-11,4645.0,4641.0,147350.0,2016,4,11
2361,2016-04-08,4654.0,4635.5,145675.0,2016,4,8
2362,2016-04-07,4715.0,4700.0,145000.0,2016,4,7
2363,2016-04-06,4775.0,4755.5,141075.0,2016,4,6
2364,2016-04-05,4776.0,4763.0,141425.0,2016,4,5
2365,2016-04-04,4816.0,4805.0,143475.0,2016,4,4
2366,2016-04-01,4880.0,4857.0,143400.0,2016,4,1
2368,2016-03-31,4855.5,4820.5,144750.0,2016,3,31
2369,2016-03-30,4940.0,4909.0,145450.0,2016,3,30
2370,2016-03-29,4939.5,4915.0,149125.0,2016,3,29
2371,2016-03-24,4931.0,4915.0,151375.0,2016,3,24
2372,2016-03-23,5060.5,5043.0,150675.0,2016,3,23
2373,2016-03-22,5070.0,5042.0,151975.0,2016,3,22
2374,2016-03-21,5079.5,5058.0,155275.0,2016,3,21
2375,2016-03-18,5103.0,5070.5,158275.0,2016,3,18
2376,2016-03-17,5029.0,5015.5,160925.0,2016,3,17
2377,2016-03-16,4945.0,4935.5,167025.0,2016,3,16
2378,2016-03-15,4920.0,4903.0,170075.0,2016,3,15
2379,2016-03-14,4994.0,4975.0,174175.0,2016,3,14
2380,2016-03-11,4941.0,4932.0,175975.0,2016,3,11
2381,2016-03-10,4920.5,4911.0,178575.0,2016,3,10
2382,2016-03-09,4935.5,4921.0,181975.0,2016,3,9
2383,2016-03-08,4980.5,4975.0,184850.0,2016,3,8
2384,2016-03-07,5000.0,4989.5,185225.0,2016,3,7
2385,2016-03-04,4918.0,4910.0,186700.0,2016,3,4
2386,2016-03-03,4830.0,4825.0,187725.0,2016,3,3
2387,2016-03-02,4780.0,4768.0,190750.0,2016,3,2
2388,2016-03-01,4726.0,4716.5,193475.0,2016,3,1
2390,2016-02-29,4705.0,4691.0,195625.0,2016,2,29
2391,2016-02-26,4681.0,4681.0,197225.0,2016,2,26
2392,2016-02-25,4655.0,4647.0,199250.0,2016,2,25
2393,2016-02-24,4585.5,4590.0,202450.0,2016,2,24
2394,2016-02-23,4663.5,4669.0,203700.0,2016,2,23
2395,2016-02-22,4696.0,4690.0,205500.0,2016,2,22
2396,2016-02-19,4590.0,4590.5,208525.0,2016,2,19
2397,2016-02-18,4577.0,4575.0,209950.0,2016,2,18
2398,2016-02-17,4562.0,4564.0,209875.0,2016,2,17
2399,2016-02-16,4583.5,4580.5,214300.0,2016,2,16
2400,2016-02-15,4562.0,4557.5,218300.0,2016,2,15
2401,2016-02-12,4488.5,4487.0,220225.0,2016,2,12
2402,2016-02-11,4474.0,4466.0,224750.0,2016,2,11
2403,2016-02-10,4507.0,4504.0,227300.0,2016,2,10
2404,2016-02-09,4530.5,4526.0,228125.0,2016,2,9
2405,2016-02-08,4572.5,4577.0,227100.0,2016,2,8
2406,2016-02-05,4669.0,4668.0,228650.0,2016,2,5
2407,2016-02-04,4685.0,4681.0,232700.0,2016,2,4
2408,2016-02-03,4578.5,4580.5,235400.0,2016,2,3
2409,2016-02-02,4605.5,4601.0,239025.0,2016,2,2
2410,2016-02-01,4534.0,4525.0,239400.0,2016,2,1
2412,2016-01-29,4541.5,4535.5,242375.0,2016,1,29
2413,2016-01-28,4553.5,4545.0,241250.0,2016,1,28
2414,2016-01-27,4507.5,4510.0,240325.0,2016,1,27
2415,2016-01-26,4501.0,4501.0,237375.0,2016,1,26
2416,2016-01-25,4454.0,4455.0,238825.0,2016,1,25
2417,2016-01-22,4468.0,4456.5,237350.0,2016,1,22
2418,2016-01-21,4376.0,4379.0,238125.0,2016,1,21
2419,2016-01-20,4347.0,4352.0,235300.0,2016,1,20
2420,2016-01-19,4440.5,4436.0,236125.0,2016,1,19
2421,2016-01-18,4360.0,4360.0,233550.0,2016,1,18
2422,2016-01-15,4310.5,4320.5,234175.0,2016,1,15
2423,2016-01-14,4365.5,4368.0,233400.0,2016,1,14
2424,2016-01-13,4380.0,4377.0,235525.0,2016,1,13
2425,2016-01-12,4355.0,4368.0,236725.0,2016,1,12
2426,2016-01-11,4402.5,4406.0,238625.0,2016,1,11
2427,2016-01-08,4486.5,4489.0,236650.0,2016,1,8
2428,2016-01-07,4514.0,4508.0,238000.0,2016,1,7
2429,2016-01-06,4600.0,4601.0,235850.0,2016,1,6
2430,2016-01-05,4647.0,4647.5,235225.0,2016,1,5
2431,2016-01-04,4645.0,4640.0,235800.0,2016,1,4
2432,2015-12-31,4702.0,4701.0,236225.0,2015,12,31
2433,2015-12-30,4715.0,4720.0,236975.0,2015,12,30
2434,2015-12-29,4685.0,4687.0,237075.0,2015,12,29
2435,2015-12-24,4665.5,4676.0,235200.0,2015,12,24
2436,2015-12-23,4680.0,4685.0,233675.0,2015,12,23
2437,2015-12-22,4672.5,4690.5,232350.0,2015,12,22
2438,2015-12-21,4691.0,4702.0,232175.0,2015,12,21
2439,2015-12-18,4650.0,4654.0,231825.0,2015,12,18
2440,2015-12-17,4550.0,4555.0,231475.0,2015,12,17
2441,2015-12-16,4583.0,4588.0,231775.0,2015,12,16
2442,2015-12-15,4586.0,4600.5,232650.0,2015,12,15
2443,2015-12-14,4640.0,4640.0,232200.0,2015,12,14
2444,2015-12-11,4667.0,4669.0,232675.0,2015,12,11
2445,2015-12-10,4572.0,4570.0,231925.0,2015,12,10
2446,2015-12-09,4620.0,4613.0,232700.0,2015,12,9
2447,2015-12-08,4567.5,4567.0,235725.0,2015,12,8
2448,2015-12-07,4592.5,4598.0,235750.0,2015,12,7
2449,2015-12-04,4637.0,4637.0,237625.0,2015,12,4
2450,2015-12-03,4525.0,4517.0,239250.0,2015,12,3
2451,2015-12-02,4589.0,4582.0,239200.0,2015,12,2
2452,2015-12-01,4619.0,4608.5,243025.0,2015,12,1
2454,2015-11-30,4595.5,4589.0,244375.0,2015,11,30
2455,2015-11-27,4636.0,4620.5,243350.0,2015,11,27
2456,2015-11-26,4667.0,4650.0,244800.0,2015,11,26
2457,2015-11-25,4541.0,4529.0,247925.0,2015,11,25
2458,2015-11-24,4527.0,4512.0,250675.0,2015,11,24
2459,2015-11-23,4515.5,4500.0,251125.0,2015,11,23
2460,2015-11-20,4690.0,4655.0,252325.0,2015,11,20
2461,2015-11-19,4610.0,4600.0,255050.0,2015,11,19
2462,2015-11-18,4669.0,4660.0,255275.0,2015,11,18
2463,2015-11-17,4700.0,4687.0,258500.0,2015,11,17
2464,2015-11-16,4765.0,4765.0,262250.0,2015,11,16
2465,2015-11-13,4825.0,4810.0,258700.0,2015,11,13
2466,2015-11-12,4872.5,4860.0,261025.0,2015,11,12
2467,2015-11-11,4931.0,4912.0,256275.0,2015,11,11
2468,2015-11-10,4933.5,4925.0,258625.0,2015,11,10
2469,2015-11-09,4990.0,4980.0,261125.0,2015,11,9
2470,2015-11-06,5000.0,4995.0,266100.0,2015,11,6
2471,2015-11-05,5053.0,5040.0,269525.0,2015,11,5
2472,2015-11-04,5165.5,5157.0,263125.0,2015,11,4
2473,2015-11-03,5149.0,5127.5,266225.0,2015,11,3
2474,2015-11-02,5137.5,5115.0,267850.0,2015,11,2
2476,2015-10-30,5135.5,5116.0,267775.0,2015,10,30
2477,2015-10-29,5161.0,5155.0,270200.0,2015,10,29
2478,2015-10-28,5179.0,5167.0,273350.0,2015,10,28
2479,2015-10-27,5219.5,5216.0,274075.0,2015,10,27
2480,2015-10-26,5233.0,5221.0,277950.0,2015,10,26
2481,2015-10-23,5295.0,5285.5,277600.0,2015,10,23
2482,2015-10-22,5274.0,5268.0,280275.0,2015,10,22
2483,2015-10-21,5185.5,5182.0,284050.0,2015,10,21
2484,2015-10-20,5189.0,5182.0,289075.0,2015,10,20
2485,2015-10-19,5240.0,5231.0,293575.0,2015,10,19
2486,2015-10-16,5270.0,5260.0,292950.0,2015,10,16
2487,2015-10-15,5344.0,5326.0,293650.0,2015,10,15
2488,2015-10-14,5278.0,5252.0,297175.0,2015,10,14
2489,2015-10-13,5260.5,5252.5,300600.0,2015,10,13
2490,2015-10-12,5335.0,5324.0,303200.0,2015,10,12
2491,2015-10-09,5319.0,5305.0,305225.0,2015,10,9
2492,2015-10-08,5160.0,5149.0,305475.0,2015,10,8
2493,2015-10-07,5241.0,5240.0,308100.0,2015,10,7
2494,2015-10-06,5175.0,5160.0,312225.0,2015,10,6
2495,2015-10-05,5144.5,5134.5,317600.0,2015,10,5
2496,2015-10-02,5081.0,5075.5,319425.0,2015,10,2
2497,2015-10-01,5178.0,5168.0,320400.0,2015,10,1
2499,2015-09-30,5093.0,5071.0,323800.0,2015,9,30
2500,2015-09-29,5010.0,4994.5,323975.0,2015,9,29
2501,2015-09-28,4965.0,4944.0,324600.0,2015,9,28
2502,2015-09-25,5098.0,5071.0,325275.0,2015,9,25
2503,2015-09-24,5046.0,5040.0,322900.0,2015,9,24
2504,2015-09-23,5112.0,5108.0,327175.0,2015,9,23
2505,2015-09-22,5131.0,5126.0,330100.0,2015,9,22
2506,2015-09-21,5267.0,5255.0,335850.0,2015,9,21
2507,2015-09-18,5358.0,5349.0,335200.0,2015,9,18
2508,2015-09-17,5369.0,5362.0,333050.0,2015,9,17
2509,2015-09-16,5350.0,5349.0,334850.0,2015,9,16
2510,2015-09-15,5290.0,5278.0,337525.0,2015,9,15
2511,2015-09-14,5324.0,5305.0,340875.0,2015,9,14
2512,2015-09-11,5352.0,5336.0,342000.0,2015,9,11
2513,2015-09-10,5400.0,5382.0,344300.0,2015,9,10
2514,2015-09-09,5366.0,5354.0,346850.0,2015,9,9
2515,2015-09-08,5280.0,5256.0,346200.0,2015,9,8
2516,2015-09-07,5176.0,5171.0,352325.0,2015,9,7
2517,2015-09-04,5155.5,5150.0,355850.0,2015,9,4
2518,2015-09-03,5250.0,5223.5,360825.0,2015,9,3
2519,2015-09-02,5090.5,5070.0,362675.0,2015,9,2
2520,2015-09-01,5095.0,5084.0,367650.0,2015,9,1
2522,2015-08-28,5095.0,5076.0,371250.0,2015,8,28
2523,2015-08-27,5029.0,4999.0,370425.0,2015,8,27
2524,2015-08-26,4959.0,4931.5,369025.0,2015,8,26
2525,2015-08-25,5032.0,5011.0,355550.0,2015,8,25
2526,2015-08-24,4888.0,4887.0,356200.0,2015,8,24
2527,2015-08-21,5046.0,5040.5,353825.0,2015,8,21
2528,2015-08-20,5060.5,5065.0,353625.0,2015,8,20
2529,2015-08-19,5006.5,5007.0,354200.0,2015,8,19
2530,2015-08-18,5000.5,5005.0,353600.0,2015,8,18
2531,2015-08-17,5101.0,5107.0,350650.0,2015,8,17
2532,2015-08-14,5156.0,5165.0,350325.0,2015,8,14
2533,2015-08-13,5148.0,5156.0,350075.0,2015,8,13
2534,2015-08-12,5103.0,5118.5,350000.0,2015,8,12
2535,2015-08-11,5140.0,5160.5,354950.0,2015,8,11
2536,2015-08-10,5150.0,5165.0,354125.0,2015,8,10
2537,2015-08-07,5135.5,5145.5,352325.0,2015,8,7
2538,2015-08-06,5165.0,5176.0,351600.0,2015,8,6
2539,2015-08-05,5171.5,5179.5,350825.0,2015,8,5
2540,2015-08-04,5215.5,5227.0,347500.0,2015,8,4
2541,2015-08-03,5176.5,5187.0,346525.0,2015,8,3
2543,2015-07-31,5220.0,5221.0,345475.0,2015,7,31
2544,2015-07-30,5241.0,5255.0,346125.0,2015,7,30
2545,2015-07-29,5302.0,5315.5,345050.0,2015,7,29
2546,2015-07-28,5239.5,5255.0,344125.0,2015,7,28
2547,2015-07-27,5190.0,5200.0,342925.0,2015,7,27
2548,2015-07-24,5224.5,5240.5,343250.0,2015,7,24
2549,2015-07-23,5340.0,5350.5,340675.0,2015,7,23
2550,2015-07-22,5350.5,5369.5,338975.0,2015,7,22
2551,2015-07-21,5475.5,5505.0,339475.0,2015,7,21
2552,2015-07-20,5425.0,5446.0,339775.0,2015,7,20
2553,2015-07-17,5465.0,5490.0,340325.0,2015,7,17
2554,2015-07-16,5530.0,5546.0,337200.0,2015,7,16
2555,2015-07-15,5597.0,5621.0,337525.0,2015,7,15
2556,2015-07-14,5502.5,5526.0,338200.0,2015,7,14
2557,2015-07-13,5605.5,5625.0,331450.0,2015,7,13
2558,2015-07-10,5561.5,5580.0,329725.0,2015,7,10
2559,2015-07-09,5576.0,5590.0,330050.0,2015,7,9
2560,2015-07-08,5375.0,5385.0,328250.0,2015,7,8
2561,2015-07-07,5440.5,5455.0,329175.0,2015,7,7
2562,2015-07-06,5570.0,5590.0,321500.0,2015,7,6
2563,2015-07-03,5761.5,5780.0,321975.0,2015,7,3
2564,2015-07-02,5761.0,5781.5,322075.0,2015,7,2
2565,2015-07-01,5755.5,5764.0,323450.0,2015,7,1
2567,2015-06-30,5721.0,5734.0,324100.0,2015,6,30
2568,2015-06-29,5767.0,5775.0,307650.0,2015,6,29
2569,2015-06-26,5731.0,5744.0,310300.0,2015,6,26
2570,2015-06-25,5715.5,5732.0,309275.0,2015,6,25
2571,2015-06-24,5765.0,5779.5,311475.0,2015,6,24
2572,2015-06-23,5725.0,5734.0,314250.0,2015,6,23
2573,2015-06-22,5646.0,5670.0,315475.0,2015,6,22
2574,2015-06-19,5663.0,5680.0,317700.0,2015,6,19
2575,2015-06-18,5761.0,5779.5,318925.0,2015,6,18
2576,2015-06-17,5749.0,5772.0,318100.0,2015,6,17
2577,2015-06-16,5752.0,5786.0,318600.0,2015,6,16
2578,2015-06-15,5760.5,5790.0,314400.0,2015,6,15
2579,2015-06-12,5888.5,5904.0,314025.0,2015,6,12
2580,2015-06-11,5906.0,5920.0,317475.0,2015,6,11
2581,2015-06-10,6045.5,6050.0,308025.0,2015,6,10
2582,2015-06-09,5989.0,5993.0,310825.0,2015,6,9
2583,2015-06-08,5915.0,5930.0,312300.0,2015,6,8
2584,2015-06-05,5924.5,5938.0,315125.0,2015,6,5
2585,2015-06-04,5954.0,5960.0,318100.0,2015,6,4
2586,2015-06-03,5992.0,6011.0,318625.0,2015,6,3
2587,2015-06-02,5998.5,6010.0,317500.0,2015,6,2
2588,2015-06-01,5970.5,5990.0,320950.0,2015,6,1
2590,2015-05-29,6088.5,6095.0,322150.0,2015,5,29
2591,2015-05-28,6117.0,6111.0,325075.0,2015,5,28
2592,2015-05-27,6085.0,6084.0,327500.0,2015,5,27
2593,2015-05-26,6134.5,6132.0,327800.0,2015,5,26
2594,2015-05-22,6197.5,6201.0,330825.0,2015,5,22
2595,2015-05-21,6240.0,6238.0,332225.0,2015,5,21
2596,2015-05-20,6208.0,6205.5,334875.0,2015,5,20
2597,2015-05-19,6270.0,6285.0,337000.0,2015,5,19
2598,2015-05-18,6383.0,6387.0,337775.0,2015,5,18
2599,2015-05-15,6356.0,6360.5,338000.0,2015,5,15
2600,2015-05-14,6399.0,6400.0,338800.0,2015,5,14
2601,2015-05-13,6416.0,6413.0,337850.0,2015,5,13
2602,2015-05-12,6448.0,6445.0,338525.0,2015,5,12
2603,2015-05-11,6363.0,6363.0,339475.0,2015,5,11
2604,2015-05-08,6396.5,6392.0,339075.0,2015,5,8
2605,2015-05-07,6437.0,6435.0,339725.0,2015,5,7
2606,2015-05-06,6400.5,6404.0,341000.0,2015,5,6
2607,2015-05-05,6410.0,6408.0,341325.0,2015,5,5
2608,2015-05-01,6362.0,6355.0,339625.0,2015,5,1
2610,2015-04-30,6245.0,6218.0,337925.0,2015,4,30
2611,2015-04-29,6103.0,6087.0,338125.0,2015,4,29
2612,2015-04-28,6090.5,6085.0,338250.0,2015,4,28
2613,2015-04-27,6061.0,6060.0,338425.0,2015,4,27
2614,2015-04-24,6025.5,6030.0,337675.0,2015,4,24
2615,2015-04-23,5935.0,5933.0,336725.0,2015,4,23
2616,2015-04-22,5927.0,5931.0,337275.0,2015,4,22
2617,2015-04-21,5975.0,5967.5,338300.0,2015,4,21
2618,2015-04-20,6002.0,6010.0,341275.0,2015,4,20
2619,2015-04-17,6081.0,6082.0,336600.0,2015,4,17
2620,2015-04-16,6054.0,6062.0,337225.0,2015,4,16
2621,2015-04-15,5920.5,5915.0,337250.0,2015,4,15
2622,2015-04-14,5916.5,5913.0,337500.0,2015,4,14
2623,2015-04-13,6011.5,5995.5,333800.0,2015,4,13
2624,2015-04-10,6055.0,6040.5,330050.0,2015,4,10
2625,2015-04-09,6050.0,6027.0,330125.0,2015,4,9
2626,2015-04-08,6055.0,6030.0,331000.0,2015,4,8
2627,2015-04-07,6041.0,6025.5,333425.0,2015,4,7
2628,2015-04-02,6001.5,5983.0,333550.0,2015,4,2
2629,2015-04-01,6019.5,6000.0,332125.0,2015,4,1
2631,2015-03-31,6050.5,6021.0,332300.0,2015,3,31
2632,2015-03-30,6110.0,6087.0,334600.0,2015,3,30
2633,2015-03-27,6146.0,6125.0,337175.0,2015,3,27
2634,2015-03-26,6230.0,6215.0,339600.0,2015,3,26
2635,2015-03-25,6134.5,6110.0,342625.0,2015,3,25
2636,2015-03-24,6128.0,6108.0,342275.0,2015,3,24
2637,2015-03-23,6093.5,6061.0,340925.0,2015,3,23
2638,2015-03-20,5920.0,5900.0,341750.0,2015,3,20
2639,2015-03-19,5835.0,5812.0,342600.0,2015,3,19
2640,2015-03-18,5692.5,5675.0,340650.0,2015,3,18
2641,2015-03-17,5765.0,5746.0,342200.0,2015,3,17
2642,2015-03-16,5853.0,5835.0,337575.0,2015,3,16
2643,2015-03-13,5860.0,5837.5,333575.0,2015,3,13
2644,2015-03-12,5865.5,5850.5,330750.0,2015,3,12
2645,2015-03-11,5786.0,5767.0,330425.0,2015,3,11
2646,2015-03-10,5783.5,5756.0,328450.0,2015,3,10
2647,2015-03-09,5800.0,5770.5,326050.0,2015,3,9
2648,2015-03-06,5826.5,5805.0,323050.0,2015,3,6
2649,2015-03-05,5856.0,5829.5,318375.0,2015,3,5
2650,2015-03-04,5882.0,5866.0,308125.0,2015,3,4
2651,2015-03-03,5855.0,5836.0,297400.0,2015,3,3
2652,2015-03-02,5896.0,5885.0,297200.0,2015,3,2
2654,2015-02-27,5880.5,5841.0,296375.0,2015,2,27
2655,2015-02-26,5935.5,5913.0,295025.0,2015,2,26
2656,2015-02-25,5805.0,5782.0,295050.0,2015,2,25
2657,2015-02-24,5715.0,5710.0,295500.0,2015,2,24
2658,2015-02-23,5657.0,5651.0,299675.0,2015,2,23
2659,2015-02-20,5707.0,5692.0,298200.0,2015,2,20
2660,2015-02-19,5720.0,5708.0,298650.0,2015,2,19
2661,2015-02-18,5690.0,5680.5,298075.0,2015,2,18
2662,2015-02-17,5665.5,5665.5,295475.0,2015,2,17
2663,2015-02-16,5712.0,5705.0,295100.0,2015,2,16
2664,2015-02-13,5731.0,5720.0,295300.0,2015,2,13
2665,2015-02-12,5695.0,5681.5,292750.0,2015,2,12
2666,2015-02-11,5645.5,5649.0,288450.0,2015,2,11
2667,2015-02-10,5591.0,5581.0,289200.0,2015,2,10
2668,2015-02-09,5666.0,5660.5,286475.0,2015,2,9
2669,2015-02-06,5692.0,5666.0,284450.0,2015,2,6
2670,2015-02-05,5595.0,5587.0,284600.0,2015,2,5
2671,2015-02-04,5708.0,5686.0,252100.0,2015,2,4
2672,2015-02-03,5695.0,5670.0,250250.0,2015,2,3
2673,2015-02-02,5535.5,5506.0,250025.0,2015,2,2
2675,2015-01-30,5505.0,5465.0,248125.0,2015,1,30
2676,2015-01-29,5390.5,5369.0,247450.0,2015,1,29
2677,2015-01-28,5485.5,5455.5,244675.0,2015,1,28
2678,2015-01-27,5557.0,5521.5,238225.0,2015,1,27
2679,2015-01-26,5490.0,5450.0,236850.0,2015,1,26
2680,2015-01-23,5581.0,5551.0,235150.0,2015,1,23
2681,2015-01-22,5742.0,5712.5,225375.0,2015,1,22
2682,2015-01-21,5630.5,5600.0,219450.0,2015,1,21
2683,2015-01-20,5760.5,5740.0,216225.0,2015,1,20
2684,2015-01-19,5671.0,5642.5,210600.0,2015,1,19
2685,2015-01-16,5660.0,5655.0,200400.0,2015,1,16
2686,2015-01-15,5719.0,5667.0,198725.0,2015,1,15
2687,2015-01-14,5627.0,5555.0,194000.0,2015,1,14
2688,2015-01-13,5915.0,5840.0,191325.0,2015,1,13
2689,2015-01-12,6131.0,6058.0,187400.0,2015,1,12
2690,2015-01-09,6151.0,6081.0,187475.0,2015,1,9
2691,2015-01-08,6230.5,6160.5,179225.0,2015,1,8
2692,2015-01-07,6170.0,6105.0,178675.0,2015,1,7
2693,2015-01-06,6191.0,6121.0,178775.0,2015,1,6
2694,2015-01-05,6216.0,6150.0,178425.0,2015,1,5
2695,2015-01-02,6309.0,6247.0,177025.0,2015,1,2
2696,2014-12-31,6359.0,6289.5,177025.0,2014,12,31
2697,2014-12-30,6330.0,6272.0,172250.0,2014,12,30
2698,2014-12-29,6332.0,6254.0,171850.0,2014,12,29
2699,2014-12-24,6361.0,6319.5,171850.0,2014,12,24
2700,2014-12-23,6363.0,6316.5,172225.0,2014,12,23
2701,2014-12-22,6426.5,6382.0,168700.0,2014,12,22
2702,2014-12-19,6445.5,6397.0,170000.0,2014,12,19
2703,2014-12-18,6350.5,6318.5,170900.0,2014,12,18
2704,2014-12-17,6306.0,6270.0,172200.0,2014,12,17
2705,2014-12-16,6390.0,6350.5,172675.0,2014,12,16
2706,2014-12-15,6560.0,6500.0,167425.0,2014,12,15
2707,2014-12-12,6526.5,6480.0,166500.0,2014,12,12
2708,2014-12-11,6471.5,6422.0,166450.0,2014,12,11
2709,2014-12-10,6476.0,6424.0,166075.0,2014,12,10
2710,2014-12-09,6401.0,6355.0,165850.0,2014,12,9
2711,2014-12-08,6465.5,6406.0,164900.0,2014,12,8
2712,2014-12-05,6536.0,6479.0,163475.0,2014,12,5
2713,2014-12-04,6491.0,6435.0,164025.0,2014,12,4
2714,2014-12-03,6451.0,6391.0,165475.0,2014,12,3
2715,2014-12-02,6455.0,6385.0,166025.0,2014,12,2
2716,2014-12-01,6385.0,6313.0,164800.0,2014,12,1
2718,2014-11-28,6515.5,6461.0,164300.0,2014,11,28
2719,2014-11-27,6621.5,6562.0,161950.0,2014,11,27
2720,2014-11-26,6649.0,6590.0,162125.0,2014,11,26
2721,2014-11-25,6696.0,6654.0,163200.0,2014,11,25
2722,2014-11-24,6731.0,6680.0,161850.0,2014,11,24
2723,2014-11-21,6790.0,6725.5,160825.0,2014,11,21
2724,2014-11-20,6688.0,6621.0,161500.0,2014,11,20
2725,2014-11-19,6715.0,6644.0,160825.0,2014,11,19
2726,2014-11-18,6684.0,6617.0,160425.0,2014,11,18
2727,2014-11-17,6752.0,6676.0,159125.0,2014,11,17
2728,2014-11-14,6695.0,6621.0,159400.0,2014,11,14
2729,2014-11-13,6755.5,6695.5,159950.0,2014,11,13
2730,2014-11-12,6752.5,6689.0,160800.0,2014,11,12
2731,2014-11-11,6688.0,6625.5,162025.0,2014,11,11
2732,2014-11-10,6735.5,6676.0,161900.0,2014,11,10
2733,2014-11-07,6720.5,6645.0,159775.0,2014,11,7
2734,2014-11-06,6681.0,6620.0,160400.0,2014,11,6
2735,2014-11-05,6646.0,6584.0,160350.0,2014,11,5
2736,2014-11-04,6705.5,6660.5,162100.0,2014,11,4
2737,2014-11-03,6801.0,6730.0,162100.0,2014,11,3
2739,2014-10-31,6835.5,6770.0,162600.0,2014,10,31
2740,2014-10-30,6785.0,6706.0,162625.0,2014,10,30
2741,2014-10-29,6855.0,6785.5,162675.0,2014,10,29
2742,2014-10-28,6859.5,6800.0,161050.0,2014,10,28
2743,2014-10-27,6800.5,6738.0,159550.0,2014,10,27
2744,2014-10-24,6759.5,6696.0,159550.0,2014,10,24
2745,2014-10-23,6718.5,6668.0,157500.0,2014,10,23
2746,2014-10-22,6730.5,6690.0,157525.0,2014,10,22
2747,2014-10-21,6660.0,6621.0,157625.0,2014,10,21
2748,2014-10-20,6615.0,6570.5,157725.0,2014,10,20
2749,2014-10-17,6629.0,6580.0,157825.0,2014,10,17
2750,2014-10-16,6630.0,6585.0,157675.0,2014,10,16
2751,2014-10-15,6781.0,6746.0,154650.0,2014,10,15
2752,2014-10-14,6780.5,6729.0,151725.0,2014,10,14
2753,2014-10-13,6802.0,6725.5,151225.0,2014,10,13
2754,2014-10-10,6697.0,6640.0,149650.0,2014,10,10
2755,2014-10-09,6767.0,6712.5,149900.0,2014,10,9
2756,2014-10-08,6755.0,6706.0,149625.0,2014,10,8
2757,2014-10-07,6715.0,6682.0,150050.0,2014,10,7
2758,2014-10-06,6712.5,6680.0,150050.0,2014,10,6
2759,2014-10-03,6665.0,6630.0,150550.0,2014,10,3
2760,2014-10-02,6693.5,6652.0,151375.0,2014,10,2
2761,2014-10-01,6755.0,6712.0,152275.0,2014,10,1
2763,2014-09-30,6736.0,6687.0,152550.0,2014,9,30
2764,2014-09-29,6735.5,6694.5,154100.0,2014,9,29
2765,2014-09-26,6771.0,6721.0,154500.0,2014,9,26
2766,2014-09-25,6766.0,6725.5,155600.0,2014,9,25
2767,2014-09-24,6750.0,6715.0,156100.0,2014,9,24
2768,2014-09-23,6797.0,6750.0,152100.0,2014,9,23
2769,2014-09-22,6782.0,6735.0,153700.0,2014,9,22
2770,2014-09-19,6868.5,6827.0,154375.0,2014,9,19
