date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
23. April 2013,6811.00,6842.00,621600
22. April 2013,6875.50,6916.00,613075
19. April 2013,6975.00,7010.00,614350
18. April 2013,6962.50,6997.00,612350
17. April 2013,7067.00,7091.00,608525
16. April 2013,7219.00,7250.50,611925
15. April 2013,7120.50,7155.50,611175
12. April 2013,7510.00,7545.50,593650
11. April 2013,7510.00,7545.00,590175
10. April 2013,7547.00,7575.50,587925
09. April 2013,7485.50,7516.00,587550
08. April 2013,7457.50,7491.00,579400
05. April 2013,7376.00,7415.00,579600
04. April 2013,7336.50,7375.00,579175
03. April 2013,7405.50,7436.50,572325
02. April 2013,7434.50,7469.00,571125
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
28. March 2013,7582.50,7613.50,569775
27. March 2013,7570.00,7605.00,567900
26. March 2013,7631.00,7661.00,566325
25. March 2013,7602.00,7640.00,565350
22. March 2013,7618.00,7656.00,562475
21. March 2013,7580.00,7626.50,557450
20. March 2013,7574.50,7605.00,550825
19. March 2013,7539.00,7569.00,547025
18. March 2013,7555.50,7590.00,543925
15. March 2013,7782.00,7811.50,525825
14. March 2013,7762.00,7790.50,522250
13. March 2013,7777.50,7808.00,520500
12. March 2013,7815.00,7840.00,517900
11. March 2013,7677.00,7701.50,513550
08. March 2013,7730.00,7745.00,509425
07. March 2013,7671.00,7710.50,481225
06. March 2013,7699.50,7733.50,473750
05. March 2013,7720.00,7745.00,472975
04. March 2013,7751.00,7742.00,462400
01. March 2013,7620.50,7665.00,458775
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
28. February 2013,7828.00,7855.00,446700
27. February 2013,7831.00,7864.00,444350
26. February 2013,7785.00,7795.00,438375
25. February 2013,7865.50,7890.00,430725
22. February 2013,7825.00,7849.00,424350
21. February 2013,7847.50,7875.00,420250
20. February 2013,8009.50,8039.00,412950
19. February 2013,8070.00,8107.00,411250
18. February 2013,8075.50,8113.00,404300
15. February 2013,8198.50,8235.50,401675
14. February 2013,8197.00,8235.00,399125
13. February 2013,8221.00,8260.50,398925
12. February 2013,8184.50,8220.00,399850
11. February 2013,8216.00,8258.00,399775
08. February 2013,8215.00,8241.00,399825
07. February 2013,8212.00,8253.00,388900
06. February 2013,8200.00,8230.50,386500
05. February 2013,8242.50,8286.00,385050
04. February 2013,8226.00,8265.00,374200
01. February 2013,8160.00,8190.00,376000
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
31. January 2013,8170.00,8216.00,371750
30. January 2013,8175.50,8215.00,371425
29. January 2013,8010.50,8046.00,371750
28. January 2013,8015.00,8050.00,341000
25. January 2013,8060.00,8091.00,342900
24. January 2013,8036.00,8076.00,344850
23. January 2013,8115.50,8150.00,344925
22. January 2013,8068.00,8105.00,342450
21. January 2013,8020.50,8051.50,345525
18. January 2013,8053.00,8085.00,345375
17. January 2013,7930.00,7960.00,345925
16. January 2013,7910.50,7940.00,349275
15. January 2013,7945.00,7970.50,333275
14. January 2013,8030.00,8070.00,329725
11. January 2013,8071.00,8090.00,330450
10. January 2013,8117.00,8150.00,326575
09. January 2013,8059.00,8095.00,329050
08. January 2013,8050.50,8085.50,327375
07. January 2013,7995.50,8032.50,319400
04. January 2013,8026.00,8060.00,320225
03. January 2013,8140.50,8166.00,320000
02. January 2013,8085.00,8112.00,320500
