date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
11. September 2008,6900.00,6866.00,204125
10. September 2008,6861.00,6850.00,203850
09. September 2008,6926.00,6878.50,202125
08. September 2008,6990.00,6970.00,200825
05. September 2008,7075.00,7035.00,200875
04. September 2008,7420.00,7375.00,182100
03. September 2008,7360.00,7309.00,180525
02. September 2008,7225.00,7181.00,179800
01. September 2008,7371.00,7360.00,173725
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
29. August 2008,7510.00,7450.00,173375
28. August 2008,7648.00,7590.00,170050
27. August 2008,7626.00,7561.00,167850
26. August 2008,7581.00,7510.00,166900
22. August 2008,7861.00,7762.00,163800
21. August 2008,7842.00,7745.00,156525
20. August 2008,7670.00,7565.00,156125
19. August 2008,7477.00,7391.00,156150
18. August 2008,7432.00,7410.00,154575
15. August 2008,7310.00,7275.00,154050
14. August 2008,7640.00,7590.00,153950
13. August 2008,7318.00,7240.00,151575
12. August 2008,7261.00,7226.00,151700
11. August 2008,7460.50,7380.00,151625
08. August 2008,7550.00,7430.00,150875
07. August 2008,7826.00,7685.00,151100
06. August 2008,7871.00,7721.00,150325
05. August 2008,7809.50,7621.00,148750
04. August 2008,7905.00,7755.00,146200
01. August 2008,8096.00,7910.00,144650
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
31. July 2008,8260.50,8075.00,142400
30. July 2008,8055.00,7858.00,137950
29. July 2008,8096.00,7913.00,136725
28. July 2008,8190.00,7976.00,136050
25. July 2008,8160.00,7955.00,133475
24. July 2008,8259.50,8031.50,130875
23. July 2008,8310.00,8110.00,129450
22. July 2008,8441.00,8226.00,129325
21. July 2008,8390.00,8161.00,128725
18. July 2008,8324.00,8096.00,128550
17. July 2008,8301.00,8086.00,127900
16. July 2008,8291.00,8085.00,125700
15. July 2008,8475.50,8275.50,125050
14. July 2008,8480.00,8271.00,124725
11. July 2008,8499.00,8291.00,124125
10. July 2008,8423.00,8279.00,124850
09. July 2008,8355.00,8200.00,124325
08. July 2008,8540.00,8370.00,122175
07. July 2008,8565.00,8410.00,122075
04. July 2008,8661.00,8501.00,122575
03. July 2008,8985.00,8812.00,122500
02. July 2008,8750.50,8595.00,122475
01. July 2008,8711.00,8550.50,122350
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
30. June 2008,8775.50,8585.00,122600
27. June 2008,8680.00,8500.00,122900
26. June 2008,8551.00,8388.00,123050
25. June 2008,8542.00,8374.00,122625
24. June 2008,8491.50,8341.00,123150
23. June 2008,8540.50,8385.00,123125
20. June 2008,8590.00,8421.00,124000
19. June 2008,8385.50,8228.00,124225
18. June 2008,8296.00,8126.00,123900
17. June 2008,8181.00,8042.50,123550
16. June 2008,8255.00,8040.00,122050
13. June 2008,8025.00,7865.00,121175
12. June 2008,7955.00,7815.00,120625
11. June 2008,7989.00,7841.00,121275
10. June 2008,8050.00,7921.00,120550
09. June 2008,8092.50,7980.00,121150
06. June 2008,8106.00,7986.00,122550
05. June 2008,7921.00,7789.50,123500
04. June 2008,8006.00,7871.00,122250
03. June 2008,8060.00,7927.00,122900
02. June 2008,7980.00,7850.00,123950
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
30. May 2008,8105.00,7955.00,124950
29. May 2008,8110.00,7981.00,126400
28. May 2008,8176.00,8061.00,125800
27. May 2008,8376.00,8230.00,124400
23. May 2008,8278.00,8155.00,125375
22. May 2008,8420.00,8301.00,125200
21. May 2008,8395.00,8290.00,124950
20. May 2008,8360.00,8236.00,122650
19. May 2008,8540.00,8410.00,122725
16. May 2008,8470.00,8342.00,121225
15. May 2008,8360.00,8193.50,120850
14. May 2008,8180.00,8090.00,121425
13. May 2008,8410.00,8300.50,121775
12. May 2008,8276.00,8171.00,121650
09. May 2008,8400.00,8270.00,121275
08. May 2008,8460.00,8285.00,110125
07. May 2008,8641.00,8505.00,109025
06. May 2008,8622.00,8480.00,109650
02. May 2008,8390.00,8225.00,109625
01. May 2008,8686.00,8540.00,110075
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
30. April 2008,8655.00,8500.00,110525
29. April 2008,8740.00,8585.50,109650
28. April 2008,8746.00,8601.00,110325
25. April 2008,8600.00,8521.00,110775
24. April 2008,8700.50,8595.00,112200
23. April 2008,8796.00,8695.50,112475
22. April 2008,8770.00,8650.00,113725
21. April 2008,8641.50,8551.00,113725
18. April 2008,8630.00,8532.00,114200
17. April 2008,8861.50,8750.50,116525
16. April 2008,8736.50,8635.00,116150
15. April 2008,8720.00,8589.00,117150
14. April 2008,8679.50,8520.00,116250
11. April 2008,8810.00,8660.00,115150
10. April 2008,8884.50,8720.50,116100
09. April 2008,8650.00,8550.00,115575
08. April 2008,8682.00,8559.00,115050
07. April 2008,8740.00,8641.00,116150
04. April 2008,8645.00,8510.50,115150
03. April 2008,8591.00,8441.00,112575
02. April 2008,8464.00,8345.00,112075
01. April 2008,8325.50,8197.00,111350
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
31. March 2008,8520.00,8410.00,112500
28. March 2008,8540.00,8456.00,115250
27. March 2008,8457.00,8350.00,117225
26. March 2008,8260.00,8150.00,118050
25. March 2008,8240.00,8100.00,120175
20. March 2008,7789.00,7665.00,121875
19. March 2008,8210.50,8112.00,122975
18. March 2008,8285.00,8161.00,124575
17. March 2008,8360.00,8140.00,125500
14. March 2008,8611.00,8490.00,125225
13. March 2008,8550.00,8445.00,127950
12. March 2008,8356.00,8280.00,128975
11. March 2008,8560.50,8500.00,130250
10. March 2008,8400.50,8310.50,131925
07. March 2008,8660.00,8560.00,134275
06. March 2008,8881.00,8810.00,135800
05. March 2008,8416.00,8320.50,138150
04. March 2008,8685.00,8581.00,139550
03. March 2008,8565.00,8495.00,141375
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
29. February 2008,8540.50,8460.00,143650
28. February 2008,8470.00,8440.00,144850
27. February 2008,8516.00,8430.00,146600
26. February 2008,8271.00,8225.00,149125
25. February 2008,8247.00,8220.50,149225
22. February 2008,8322.00,8283.00,141600
21. February 2008,8281.00,8241.00,135375
20. February 2008,8101.00,8050.00,135375
19. February 2008,8080.00,8040.00,140350
18. February 2008,7945.00,7920.00,144375
15. February 2008,7801.00,7781.00,150650
14. February 2008,7776.00,7766.50,154650
13. February 2008,7680.50,7656.00,157600
12. February 2008,7805.00,7800.00,159725
11. February 2008,7820.50,7790.00,164125
08. February 2008,7612.00,7560.00,169475
07. February 2008,7350.00,7360.00,171975
06. February 2008,7181.00,7190.00,171975
05. February 2008,7202.00,7225.00,174775
04. February 2008,7295.00,7295.00,177050
01. February 2008,7345.00,7339.00,177800
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
31. January 2008,7170.50,7170.00,178775
30. January 2008,7165.00,7190.00,170650
29. January 2008,7171.00,7179.00,171275
28. January 2008,6893.00,6910.00,171675
25. January 2008,7120.00,7126.00,172775
24. January 2008,7092.00,7070.00,174300
23. January 2008,7000.50,6980.00,176175
22. January 2008,6920.00,6850.00,178850
21. January 2008,6910.00,6895.00,180900
18. January 2008,7062.00,7055.00,183225
17. January 2008,7121.50,7125.50,185550
16. January 2008,7020.00,7022.00,191050
15. January 2008,7225.50,7251.00,194100
14. January 2008,7361.00,7390.50,198600
11. January 2008,7196.00,7220.00,199275
10. January 2008,7120.50,7135.00,199650
09. January 2008,7351.00,7370.50,200750
08. January 2008,7106.00,7140.50,200975
07. January 2008,6915.50,6950.50,201000
04. January 2008,6990.50,7035.00,198600
03. January 2008,6765.00,6818.00,198175
02. January 2008,6666.00,6706.00,198925
