date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
14. July 2015,5502.50,5526.00,338200
13. July 2015,5605.50,5625.00,331450
10. July 2015,5561.50,5580.00,329725
09. July 2015,5576.00,5590.00,330050
08. July 2015,5375.00,5385.00,328250
07. July 2015,5440.50,5455.00,329175
06. July 2015,5570.00,5590.00,321500
03. July 2015,5761.50,5780.00,321975
02. July 2015,5761.00,5781.50,322075
01. July 2015,5755.50,5764.00,323450
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
30. June 2015,5721.00,5734.00,324100
29. June 2015,5767.00,5775.00,307650
26. June 2015,5731.00,5744.00,310300
25. June 2015,5715.50,5732.00,309275
24. June 2015,5765.00,5779.50,311475
23. June 2015,5725.00,5734.00,314250
22. June 2015,5646.00,5670.00,315475
19. June 2015,5663.00,5680.00,317700
18. June 2015,5761.00,5779.50,318925
17. June 2015,5749.00,5772.00,318100
16. June 2015,5752.00,5786.00,318600
15. June 2015,5760.50,5790.00,314400
12. June 2015,5888.50,5904.00,314025
11. June 2015,5906.00,5920.00,317475
10. June 2015,6045.50,6050.00,308025
09. June 2015,5989.00,5993.00,310825
08. June 2015,5915.00,5930.00,312300
05. June 2015,5924.50,5938.00,315125
04. June 2015,5954.00,5960.00,318100
03. June 2015,5992.00,6011.00,318625
02. June 2015,5998.50,6010.00,317500
01. June 2015,5970.50,5990.00,320950
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
29. May 2015,6088.50,6095.00,322150
28. May 2015,6117.00,6111.00,325075
27. May 2015,6085.00,6084.00,327500
26. May 2015,6134.50,6132.00,327800
22. May 2015,6197.50,6201.00,330825
21. May 2015,6240.00,6238.00,332225
20. May 2015,6208.00,6205.50,334875
19. May 2015,6270.00,6285.00,337000
18. May 2015,6383.00,6387.00,337775
15. May 2015,6356.00,6360.50,338000
14. May 2015,6399.00,6400.00,338800
13. May 2015,6416.00,6413.00,337850
12. May 2015,6448.00,6445.00,338525
11. May 2015,6363.00,6363.00,339475
08. May 2015,6396.50,6392.00,339075
07. May 2015,6437.00,6435.00,339725
06. May 2015,6400.50,6404.00,341000
05. May 2015,6410.00,6408.00,341325
01. May 2015,6362.00,6355.00,339625
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
30. April 2015,6245.00,6218.00,337925
29. April 2015,6103.00,6087.00,338125
28. April 2015,6090.50,6085.00,338250
27. April 2015,6061.00,6060.00,338425
24. April 2015,6025.50,6030.00,337675
23. April 2015,5935.00,5933.00,336725
22. April 2015,5927.00,5931.00,337275
21. April 2015,5975.00,5967.50,338300
20. April 2015,6002.00,6010.00,341275
17. April 2015,6081.00,6082.00,336600
16. April 2015,6054.00,6062.00,337225
15. April 2015,5920.50,5915.00,337250
14. April 2015,5916.50,5913.00,337500
13. April 2015,6011.50,5995.50,333800
10. April 2015,6055.00,6040.50,330050
09. April 2015,6050.00,6027.00,330125
08. April 2015,6055.00,6030.00,331000
07. April 2015,6041.00,6025.50,333425
02. April 2015,6001.50,5983.00,333550
01. April 2015,6019.50,6000.00,332125
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
31. March 2015,6050.50,6021.00,332300
30. March 2015,6110.00,6087.00,334600
27. March 2015,6146.00,6125.00,337175
26. March 2015,6230.00,6215.00,339600
25. March 2015,6134.50,6110.00,342625
24. March 2015,6128.00,6108.00,342275
23. March 2015,6093.50,6061.00,340925
20. March 2015,5920.00,5900.00,341750
19. March 2015,5835.00,5812.00,342600
18. March 2015,5692.50,5675.00,340650
17. March 2015,5765.00,5746.00,342200
16. March 2015,5853.00,5835.00,337575
13. March 2015,5860.00,5837.50,333575
12. March 2015,5865.50,5850.50,330750
11. March 2015,5786.00,5767.00,330425
10. March 2015,5783.50,5756.00,328450
09. March 2015,5800.00,5770.50,326050
06. March 2015,5826.50,5805.00,323050
05. March 2015,5856.00,5829.50,318375
04. March 2015,5882.00,5866.00,308125
03. March 2015,5855.00,5836.00,297400
02. March 2015,5896.00,5885.00,297200
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
27. February 2015,5880.50,5841.00,296375
26. February 2015,5935.50,5913.00,295025
25. February 2015,5805.00,5782.00,295050
24. February 2015,5715.00,5710.00,295500
23. February 2015,5657.00,5651.00,299675
20. February 2015,5707.00,5692.00,298200
19. February 2015,5720.00,5708.00,298650
18. February 2015,5690.00,5680.50,298075
17. February 2015,5665.50,5665.50,295475
16. February 2015,5712.00,5705.00,295100
13. February 2015,5731.00,5720.00,295300
12. February 2015,5695.00,5681.50,292750
11. February 2015,5645.50,5649.00,288450
10. February 2015,5591.00,5581.00,289200
09. February 2015,5666.00,5660.50,286475
06. February 2015,5692.00,5666.00,284450
05. February 2015,5595.00,5587.00,284600
04. February 2015,5708.00,5686.00,252100
03. February 2015,5695.00,5670.00,250250
02. February 2015,5535.50,5506.00,250025
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
30. January 2015,5505.00,5465.00,248125
29. January 2015,5390.50,5369.00,247450
28. January 2015,5485.50,5455.50,244675
27. January 2015,5557.00,5521.50,238225
26. January 2015,5490.00,5450.00,236850
23. January 2015,5581.00,5551.00,235150
22. January 2015,5742.00,5712.50,225375
21. January 2015,5630.50,5600.00,219450
20. January 2015,5760.50,5740.00,216225
19. January 2015,5671.00,5642.50,210600
16. January 2015,5660.00,5655.00,200400
15. January 2015,5719.00,5667.00,198725
14. January 2015,5627.00,5555.00,194000
13. January 2015,5915.00,5840.00,191325
12. January 2015,6131.00,6058.00,187400
09. January 2015,6151.00,6081.00,187475
08. January 2015,6230.50,6160.50,179225
07. January 2015,6170.00,6105.00,178675
06. January 2015,6191.00,6121.00,178775
05. January 2015,6216.00,6150.00,178425
02. January 2015,6309.00,6247.00,177025
