date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
13. May 2020,5212.50,5245.00,227025
12. May 2020,5234.00,5263.50,229750
11. May 2020,5231.00,5266.00,241675
07. May 2020,5227.50,5257.00,243700
06. May 2020,5199.50,5228.00,245100
05. May 2020,5111.50,5142.50,245350
04. May 2020,5058.00,5086.00,251425
01. May 2020,5061.00,5090.50,251475
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
30. April 2020,5231.00,5258.50,253700
29. April 2020,5184.00,5215.00,256100
28. April 2020,5169.50,5197.50,256150
27. April 2020,5165.50,5190.00,258475
24. April 2020,5118.00,5142.00,262600
23. April 2020,5120.50,5147.50,263425
22. April 2020,5034.00,5061.50,264525
21. April 2020,4994.50,5029.50,264725
20. April 2020,5169.50,5190.00,263750
17. April 2020,5175.50,5193.50,265425
16. April 2020,5098.50,5121.50,260825
15. April 2020,5054.50,5085.50,261225
14. April 2020,5119.00,5150.00,259775
09. April 2020,4963.50,4992.50,260275
08. April 2020,4976.00,5000.50,259850
07. April 2020,5067.50,5085.50,216500
06. April 2020,4867.00,4881.00,217475
03. April 2020,4863.50,4880.50,218525
02. April 2020,4821.50,4840.50,219925
01. April 2020,4772.00,4787.00,221200
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
31. March 2020,4797.00,4811.50,222225
30. March 2020,4763.00,4773.00,222900
27. March 2020,4774.00,4785.50,223725
26. March 2020,4775.50,4789.50,224375
25. March 2020,4754.00,4766.50,225175
24. March 2020,4789.50,4797.50,226200
23. March 2020,4617.50,4626.50,227325
20. March 2020,4855.00,4868.00,227875
19. March 2020,4685.00,4690.00,231025
18. March 2020,4860.50,4881.00,233150
17. March 2020,5205.00,5218.00,220325
16. March 2020,5211.00,5221.00,179725
13. March 2020,5530.50,5548.00,183700
12. March 2020,5386.50,5400.00,187450
11. March 2020,5552.00,5562.00,189725
10. March 2020,5598.00,5608.50,190425
09. March 2020,5483.00,5495.00,194125
06. March 2020,5624.00,5640.00,200275
05. March 2020,5667.50,5688.00,203275
04. March 2020,5694.50,5718.00,206575
03. March 2020,5668.00,5689.00,211225
02. March 2020,5640.00,5657.00,216950
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
28. February 2020,5573.00,5597.00,218175
27. February 2020,5618.00,5640.00,219875
26. February 2020,5614.00,5639.50,221425
25. February 2020,5663.50,5687.00,160250
24. February 2020,5657.50,5681.00,161575
21. February 2020,5702.00,5727.00,163425
20. February 2020,5730.00,5746.00,164850
19. February 2020,5745.50,5770.00,166425
18. February 2020,5728.00,5758.00,166475
17. February 2020,5802.00,5811.00,161400
14. February 2020,5737.00,5753.00,162375
13. February 2020,5716.00,5740.00,164550
12. February 2020,5747.00,5764.00,167075
11. February 2020,5696.00,5714.00,170000
10. February 2020,5659.50,5668.00,171750
07. February 2020,5653.00,5670.00,171525
06. February 2020,5726.00,5740.00,174800
05. February 2020,5714.00,5735.00,176575
04. February 2020,5652.00,5666.00,178325
03. February 2020,5595.00,5602.00,179800
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
31. January 2020,5570.00,5588.00,180725
30. January 2020,5621.00,5635.00,182550
29. January 2020,5698.00,5723.00,183825
28. January 2020,5715.00,5746.00,185300
27. January 2020,5779.00,5809.00,187250
24. January 2020,5968.00,5996.00,190075
23. January 2020,6050.00,6082.00,190350
22. January 2020,6103.50,6139.00,195375
21. January 2020,6158.50,6186.00,162925
20. January 2020,6245.00,6271.00,124225
17. January 2020,6276.50,6306.00,125250
16. January 2020,6300.50,6330.00,126775
15. January 2020,6232.00,6270.00,128050
14. January 2020,6247.00,6280.00,128100
13. January 2020,6177.00,6201.00,130000
10. January 2020,6157.00,6184.00,132725
09. January 2020,6156.00,6186.00,135800
08. January 2020,6154.00,6175.00,138400
07. January 2020,6134.50,6159.00,140925
06. January 2020,6097.50,6119.50,142900
03. January 2020,6077.00,6105.00,144525
02. January 2020,6165.50,6192.00,144675
